choice,value,subject,trial,rt,fixations,fix_times
1,"[4.0, 2.0, 5.0]",18,45,2805,"[2, 1, 3, 1, 3]","[618, 418, 419, 817, 140]"
3,"[2.0, 1.0, 3.0]",1,63,1182,"[2, 3, 1, 3]","[179, 199, 319, 159]"
3,"[10.0, 8.0, 9.0]",27,7,1972,"[2, 1, 3]","[358, 179, 899]"
3,"[1.0, 3.0, 4.0]",3,12,3873,"[2, 1, 3, 1, 2, 3]","[359, 718, 581, 248, 1135, 361]"
1,"[6.0, 2.0, 1.0]",9,71,1322,"[3, 2, 1, 3, 2]","[140, 120, 278, 319, 21]"
2,"[4.0, 5.0, 2.0]",7,24,11852,"[1, 3, 2, 3, 2]","[2492, 2212, 1057, 2352, 3090]"
3,"[3.0, 7.0, 9.0]",29,78,2791,"[2, 3, 1, 3]","[338, 198, 1396, 357]"
2,"[2.0, 5.0, 3.0]",5,97,2988,"[1, 3, 2, 1, 3, 2]","[219, 398, 538, 439, 578, 259]"
3,"[1.0, 5.0, 8.0]",20,5,1502,"[2, 1, 2]","[117, 20, 402]"
3,"[1.0, 7.0, 9.0]",15,58,2039,"[3, 1, 2, 3]","[239, 220, 280, 842]"
1,"[6.0, 3.0, 4.0]",16,75,10986,"[1, 3, 2, 1, 3, 1, 2, 3, 1, 3, 2, 1, 3]","[457, 1674, 637, 579, 679, 1535, 758, 755, 1275, 617, 598, 498, 281]"
1,"[2.0, 4.0, 5.0]",2,83,1473,"[2, 3, 1]","[139, 298, 677]"
3,"[1.0, 2.0, 6.0]",12,8,1228,"[2, 1, 3]","[120, 119, 518]"
1,"[6.0, 4.0, 5.0]",6,5,3416,"[2, 3, 1, 2, 1, 3, 1, 2, 1]","[258, 199, 379, 399, 199, 220, 379, 518, 220]"
3,"[5.0, 3.0, 4.0]",21,51,2623,"[2, 1, 3, 2, 3]","[179, 198, 381, 1022, 379]"
3,"[2.0, 6.0, 8.0]",5,89,1235,"[2, 1, 3]","[239, 240, 401]"
1,"[3.0, 1.0, 2.0]",13,11,3902,"[1, 3, 2, 1, 2, 3, 1]","[537, 259, 579, 617, 657, 299, 221]"
3,"[2.0, 3.0, 8.0]",2,47,822,"[1, 3, 2]","[160, 259, 100]"
3,"[2.0, 1.0, 8.0]",24,57,1951,"[2, 3, 1, 2]","[558, 578, 242, 219]"
1,"[4.0, 5.0, 2.0]",5,33,1464,"[2, 1, 3]","[398, 352, 418]"
2,"[3.0, 5.0, 4.0]",16,72,8340,"[2, 1, 3, 2, 1, 3, 2]","[39, 1315, 637, 956, 2620, 1534, 678]"
3,"[1.0, 7.0, 10.0]",20,11,1756,"[1, 2]","[20, 75]"
2,"[3.0, 8.0, 9.0]",22,64,1788,"[2, 1, 3, 2]","[159, 239, 322, 697]"
3,"[3.0, 1.0, 4.0]",24,71,2427,"[1, 3, 2, 3, 1, 2, 3]","[319, 219, 439, 359, 458, 140, 18]"
2,"[3.0, 9.0, 6.0]",27,77,1071,"[3, 2]","[219, 458]"
1,"[3.0, 2.0, 4.0]",10,90,1011,"[3, 1]","[219, 477]"
3,"[7.0, 3.0, 6.0]",22,29,2591,"[1, 2, 3, 2, 3]","[597, 419, 796, 160, 240]"
3,"[6.0, 5.0, 9.0]",9,96,625,"[2, 3]","[139, 241]"
3,"[5.0, 2.0, 9.0]",29,61,1784,"[3, 2, 1]","[576, 320, 298]"
1,"[8.0, 7.0, 3.0]",5,43,1462,"[2, 1, 3]","[417, 458, 280]"
3,"[2.0, 1.0, 3.0]",11,6,1469,"[2, 1, 3]","[154, 279, 719]"
2,"[5.0, 7.0, 3.0]",26,96,1102,"[2, 3, 2]","[257, 270, 61]"
2,"[1.0, 2.0, 5.0]",4,3,5797,"[2, 3, 1, 3, 2, 1, 2, 3]","[338, 360, 372, 916, 937, 558, 1255, 246]"
1,"[6.0, 2.0, 3.0]",26,30,1560,"[2, 1, 3, 1]","[179, 279, 399, 152]"
3,"[8.0, 5.0, 10.0]",22,28,866,"[2, 3]","[199, 359]"
1,"[3.0, 1.0, 6.0]",2,10,2723,"[2, 3, 1, 3, 2, 1]","[199, 478, 438, 419, 219, 219]"
2,"[1.0, 10.0, 3.0]",2,94,1211,"[2, 3, 1]","[319, 338, 220]"
2,"[8.0, 10.0, 7.0]",24,45,4982,"[1, 3, 2, 3, 2, 1, 3, 2]","[339, 438, 219, 896, 20, 1313, 359, 558]"
2,"[2.0, 6.0, 1.0]",30,14,1530,"[2, 3, 1, 2]","[339, 299, 299, 80]"
2,"[3.0, 6.0, 1.0]",4,90,719,"[2, 1]","[179, 260]"
1,"[10.0, 3.0, 4.0]",13,36,1428,"[2, 3, 1]","[278, 199, 619]"
2,"[1.0, 4.0, 3.0]",2,70,1627,"[1, 3, 2]","[318, 338, 660]"
2,"[5.0, 3.0, 1.0]",6,61,2411,"[2, 1, 3, 2]","[179, 279, 439, 1054]"
2,"[4.0, 10.0, 2.0]",26,71,727,"[3, 1]","[259, 139]"
1,"[10.0, 3.0, 4.0]",18,89,2011,"[1, 3, 1, 3, 2, 1]","[236, 159, 637, 174, 239, 76]"
2,"[2.0, 5.0, 8.0]",7,75,2922,"[1, 3, 2]","[278, 639, 1734]"
1,"[5.0, 3.0, 1.0]",4,62,3209,"[1, 3, 1, 2, 3, 1]","[160, 298, 677, 539, 578, 498]"
3,"[9.0, 4.0, 10.0]",18,86,2958,"[1, 3, 2, 3, 1, 3, 2, 3]","[336, 336, 239, 20, 453, 296, 339, 37]"
3,"[7.0, 2.0, 6.0]",9,49,994,"[3, 2, 1]","[199, 239, 100]"
2,"[3.0, 6.0, 1.0]",1,35,938,"[1, 3, 2, 3]","[120, 139, 259, 100]"
1,"[8.0, 7.0, 4.0]",15,18,1198,"[1, 3, 2]","[419, 358, 81]"
2,"[1.0, 8.0, 3.0]",11,78,1290,"[1, 2, 3]","[319, 160, 479]"
3,"[3.0, 7.0, 5.0]",21,41,1482,"[1, 3, 2, 3]","[279, 358, 299, 179]"
2,"[1.0, 7.0, 2.0]",25,56,3562,"[1, 3, 2, 3, 1, 2]","[560, 418, 578, 515, 459, 518]"
2,"[8.0, 9.0, 3.0]",29,72,3357,"[2, 1, 3, 1, 2]","[358, 320, 319, 398, 1514]"
2,"[3.0, 2.0, 1.0]",12,88,1392,"[3, 2, 1, 2]","[180, 179, 359, 259]"
1,"[7.0, 3.0, 1.0]",1,65,984,"[3, 1, 2, 1]","[179, 298, 179, 41]"
2,"[3.0, 10.0, 1.0]",4,30,876,"[1, 2]","[179, 399]"
3,"[4.0, 3.0, 6.0]",27,10,3044,"[3, 1, 2, 3, 1, 3]","[398, 338, 537, 479, 478, 258]"
2,"[6.0, 8.0, 9.0]",23,93,1869,"[2, 1, 3, 2]","[258, 296, 279, 598]"
2,"[5.0, 7.0, 6.0]",26,65,1297,"[1, 3, 2]","[318, 338, 200]"
2,"[1.0, 4.0, 2.0]",11,72,2239,"[1, 2, 1, 3, 2]","[120, 278, 341, 339, 738]"
2,"[6.0, 10.0, 4.0]",23,40,2231,"[1, 2, 3, 1]","[276, 557, 418, 596]"
3,"[4.0, 1.0, 2.0]",7,54,7508,"[1, 3, 1, 3, 2, 3, 1, 3]","[717, 179, 159, 1116, 1355, 1275, 1474, 538]"
1,"[5.0, 1.0, 7.0]",29,82,2259,"[3, 2, 1, 3]","[338, 498, 976, 40]"
2,"[1.0, 10.0, 2.0]",2,67,1636,"[3, 2, 1, 3, 2]","[119, 300, 278, 300, 181]"
3,"[2.0, 5.0, 3.0]",7,92,6130,"[1, 3, 2, 3]","[976, 2332, 2054, 399]"
1,"[4.0, 1.0, 5.0]",23,85,6605,"[1, 3, 2, 1, 2, 1, 3, 2, 3, 1]","[237, 380, 438, 558, 577, 837, 440, 518, 498, 1415]"
3,"[2.0, 1.0, 3.0]",14,99,2679,"[2, 3, 1, 2, 1, 3]","[179, 159, 299, 498, 559, 557]"
1,"[6.0, 1.0, 5.0]",27,52,972,"[2, 1]","[179, 478]"
2,"[2.0, 10.0, 8.0]",20,68,1067,[2],[624]
3,"[5.0, 4.0, 3.0]",25,14,5336,"[2, 1, 2, 3, 1, 3]","[399, 638, 361, 640, 819, 2014]"
2,"[3.0, 4.0, 2.0]",13,67,1900,"[2, 1, 3, 2]","[358, 180, 219, 639]"
1,"[10.0, 2.0, 5.0]",4,80,630,[1],[358]
3,"[2.0, 1.0, 3.0]",21,77,4640,"[1, 3, 2, 3, 1, 3, 1, 2]","[219, 259, 499, 379, 797, 1257, 398, 279]"
2,"[3.0, 4.0, 2.0]",3,11,2051,"[1, 2, 3, 2, 1]","[356, 398, 557, 220, 96]"
1,"[8.0, 6.0, 1.0]",24,14,3281,"[1, 3, 2, 1]","[378, 1057, 577, 858]"
3,"[1.0, 2.0, 4.0]",8,46,2036,"[2, 3]","[478, 1257]"
3,"[2.0, 7.0, 10.0]",26,62,1190,"[1, 3]","[99, 798]"
1,"[2.0, 1.0, 3.0]",6,89,1989,"[2, 3, 1, 2, 3, 1]","[20, 198, 379, 458, 119, 184]"
2,"[6.0, 2.0, 3.0]",16,38,12074,"[3, 1, 2, 3, 1, 2, 3]","[397, 478, 698, 538, 3428, 5541, 517]"
3,"[5.0, 3.0, 9.0]",29,21,2599,"[2, 3, 1, 3]","[159, 254, 638, 1097]"
1,"[4.0, 7.0, 3.0]",8,94,1605,"[2, 1]","[418, 857]"
2,"[7.0, 4.0, 2.0]",20,3,3442,"[2, 3, 1, 2]","[272, 302, 16, 1963]"
1,"[10.0, 1.0, 2.0]",4,48,1328,"[2, 1, 3]","[159, 477, 379]"
2,"[2.0, 4.0, 1.0]",10,36,3374,"[3, 2, 1, 3, 1, 2]","[299, 200, 439, 937, 299, 657]"
1,"[3.0, 2.0, 4.0]",8,99,2260,"[2, 1]","[815, 1355]"
3,"[1.0, 3.0, 4.0]",3,52,1195,[3],[119]
2,"[1.0, 3.0, 2.0]",12,97,1646,"[3, 2, 1, 2]","[179, 180, 359, 419]"
1,"[10.0, 5.0, 9.0]",18,23,2534,"[2, 1, 3, 1]","[577, 299, 527, 817]"
2,"[4.0, 5.0, 2.0]",21,47,4121,"[1, 3, 1, 2, 1, 2]","[159, 877, 598, 1135, 398, 278]"
1,"[6.0, 2.0, 1.0]",21,80,1529,"[1, 3, 2, 3, 1]","[279, 219, 219, 299, 59]"
1,"[8.0, 5.0, 7.0]",22,59,2946,"[2, 1, 3, 1]","[339, 279, 298, 1435]"
1,"[3.0, 1.0, 5.0]",6,47,3349,"[1, 2, 3, 1]","[338, 299, 1136, 1177]"
3,"[4.0, 2.0, 3.0]",19,55,1731,"[3, 2, 3, 1, 3]","[139, 458, 458, 259, 20]"
2,"[3.0, 2.0, 1.0]",1,29,1425,"[3, 1, 2, 3, 2]","[199, 299, 219, 159, 139]"
1,"[2.0, 5.0, 9.0]",23,31,2821,"[1, 3, 2, 1]","[421, 498, 418, 1136]"
3,"[3.0, 5.0, 6.0]",26,20,1667,"[3, 2, 3, 1, 2]","[17, 116, 419, 339, 200]"
3,"[8.0, 4.0, 10.0]",13,6,2243,"[2, 1, 3, 2]","[259, 399, 797, 358]"
1,"[5.0, 3.0, 2.0]",7,43,4713,"[3, 1, 2, 1]","[1535, 459, 1076, 897]"
1,"[4.0, 1.0, 3.0]",14,19,2250,"[2, 1, 3, 1, 3, 1]","[240, 219, 498, 219, 359, 199]"
2,"[1.0, 10.0, 9.0]",20,17,1346,[2],[98]
2,"[1.0, 3.0, 2.0]",1,36,1498,"[2, 1, 3, 2]","[279, 179, 280, 299]"
2,"[3.0, 8.0, 4.0]",18,70,2418,"[2, 1, 3, 2]","[738, 459, 558, 260]"
2,"[5.0, 6.0, 1.0]",6,19,3695,"[2, 1, 3, 2, 1, 2, 1, 2]","[538, 238, 319, 857, 279, 658, 18, 140]"
3,"[4.0, 1.0, 3.0]",10,74,1664,"[1, 2, 3]","[359, 399, 578]"
2,"[3.0, 4.0, 2.0]",4,58,1142,"[1, 2, 3]","[258, 357, 181]"
3,"[4.0, 2.0, 3.0]",10,84,1506,"[2, 1, 3]","[500, 358, 558]"
3,"[2.0, 6.0, 4.0]",5,1,3302,"[3, 1, 2, 3, 1, 2, 3, 2]","[238, 318, 478, 598, 418, 252, 219, 100]"
2,"[4.0, 9.0, 6.0]",15,20,1476,"[3, 1, 2]","[397, 359, 420]"
3,"[1.0, 3.0, 4.0]",24,73,2923,"[1, 3, 2, 1, 3]","[339, 359, 292, 713, 638]"
3,"[4.0, 2.0, 6.0]",8,36,1301,[3],[956]
3,"[1.0, 2.0, 4.0]",11,27,2330,"[1, 3, 1, 3, 2, 3, 2]","[139, 299, 201, 159, 312, 295, 82]"
3,"[3.0, 5.0, 8.0]",26,61,1597,"[2, 1, 3]","[239, 260, 838]"
1,"[10.0, 8.0, 2.0]",25,92,3072,"[1, 2, 3, 1]","[2073, 259, 359, 41]"
1,"[8.0, 3.0, 4.0]",18,1,1713,"[1, 3, 2, 1]","[477, 319, 338, 179]"
1,"[7.0, 2.0, 5.0]",25,55,2017,"[1, 3, 2, 1]","[615, 459, 340, 301]"
1,"[8.0, 4.0, 6.0]",27,98,1035,"[2, 1]","[119, 538]"
1,"[3.0, 2.0, 6.0]",5,79,2650,"[2, 1, 3, 1, 3, 1]","[236, 319, 518, 538, 259, 238]"
3,"[5.0, 1.0, 8.0]",29,89,1566,"[2, 3, 1, 3]","[159, 379, 538, 99]"
2,"[3.0, 6.0, 1.0]",5,77,2103,"[3, 1, 2, 1]","[318, 379, 259, 577]"
3,"[1.0, 5.0, 2.0]",8,83,2946,"[1, 3, 1, 2, 3]","[279, 737, 518, 658, 239]"
1,"[4.0, 2.0, 8.0]",19,21,1204,"[2, 1, 3, 1]","[139, 318, 311, 20]"
1,"[6.0, 3.0, 4.0]",25,78,2481,"[1, 3, 2, 1]","[817, 259, 398, 656]"
1,"[7.0, 3.0, 5.0]",26,35,3074,"[1, 2, 3, 1, 2, 1]","[363, 279, 536, 939, 290, 79]"
1,"[5.0, 6.0, 8.0]",15,24,1968,"[3, 1, 2, 3, 1]","[378, 418, 334, 379, 60]"
1,"[7.0, 3.0, 1.0]",1,21,1077,"[1, 2, 1]","[20, 239, 379]"
3,"[3.0, 2.0, 6.0]",5,98,2546,"[2, 1, 3, 1, 3]","[338, 299, 498, 658, 339]"
2,"[2.0, 10.0, 7.0]",22,92,2192,"[3, 1, 2]","[238, 239, 1336]"
3,"[2.0, 5.0, 9.0]",27,95,1380,"[3, 2]","[320, 419]"
3,"[1.0, 5.0, 8.0]",20,37,5210,"[1, 2, 3, 2, 1, 3, 2, 1, 3, 2]","[159, 117, 273, 432, 307, 205, 733, 242, 112, 679]"
1,"[2.0, 3.0, 1.0]",3,20,1532,[2],[439]
3,"[3.0, 1.0, 6.0]",1,11,1341,"[2, 3, 1, 2, 3]","[320, 139, 140, 278, 121]"
3,"[6.0, 3.0, 1.0]",25,25,2586,"[1, 3, 2, 3]","[279, 478, 878, 459]"
2,"[1.0, 5.0, 4.0]",25,66,2684,"[1, 3, 2, 1, 2]","[356, 478, 599, 319, 508]"
1,"[5.0, 4.0, 6.0]",25,31,6172,"[1, 2, 1, 3, 1]","[499, 1655, 2651, 438, 539]"
3,"[1.0, 2.0, 9.0]",29,14,2420,"[1, 3, 2, 3]","[196, 678, 560, 558]"
1,"[8.0, 5.0, 3.0]",18,48,2011,"[2, 1, 3, 1]","[877, 339, 279, 159]"
2,"[2.0, 10.0, 6.0]",22,14,1874,"[2, 3, 1, 2]","[200, 258, 319, 678]"
3,"[7.0, 5.0, 10.0]",13,47,1401,"[2, 1, 3]","[220, 179, 561]"
3,"[7.0, 3.0, 10.0]",22,2,3625,"[2, 1, 3, 1, 3]","[1196, 559, 538, 598, 337]"
1,"[4.0, 1.0, 2.0]",11,68,1729,"[3, 1, 2, 3, 2, 1]","[100, 159, 171, 299, 419, 140]"
3,"[2.0, 5.0, 9.0]",30,50,1643,"[2, 1, 3]","[338, 299, 598]"
1,"[5.0, 2.0, 3.0]",10,63,1170,"[2, 1, 3, 1]","[200, 219, 379, 20]"
1,"[6.0, 8.0, 2.0]",24,69,2550,"[3, 1, 2, 1, 3, 1]","[238, 518, 559, 319, 279, 39]"
2,"[5.0, 6.0, 7.0]",25,72,7514,"[1, 3, 1, 3, 2, 3, 1, 2]","[259, 477, 1573, 1136, 1555, 318, 556, 1137]"
3,"[4.0, 1.0, 2.0]",30,73,1354,"[3, 2, 1, 3]","[259, 319, 260, 140]"
2,"[3.0, 4.0, 6.0]",25,99,1640,"[2, 1, 2]","[338, 281, 680]"
1,"[4.0, 1.0, 2.0]",17,48,1623,"[3, 1, 2, 1]","[158, 142, 577, 21]"
2,"[1.0, 4.0, 2.0]",3,79,1357,[1],[41]
2,"[8.0, 9.0, 4.0]",18,68,3265,"[2, 1, 3, 1, 2]","[431, 359, 399, 139, 1493]"
2,"[2.0, 5.0, 3.0]",18,57,2671,"[1, 3, 2, 1, 2]","[496, 458, 637, 259, 438]"
1,"[6.0, 1.0, 3.0]",1,31,1314,"[1, 2, 1, 2, 3]","[159, 159, 240, 220, 159]"
2,"[7.0, 9.0, 3.0]",15,70,1488,"[2, 1, 2]","[118, 219, 778]"
3,"[8.0, 2.0, 5.0]",22,36,1881,"[2, 3, 1, 3]","[358, 378, 359, 418]"
2,"[3.0, 6.0, 4.0]",5,49,4403,"[2, 1, 3, 2, 3, 2, 3, 2]","[298, 199, 758, 600, 438, 558, 319, 578]"
3,"[2.0, 1.0, 3.0]",12,99,1512,"[1, 3, 2, 1, 3]","[99, 159, 258, 219, 359]"
3,"[3.0, 1.0, 8.0]",15,2,1165,"[2, 3, 1]","[216, 498, 59]"
1,"[10.0, 2.0, 1.0]",19,36,2952,"[1, 3, 2, 3, 2, 1]","[40, 254, 459, 399, 258, 936]"
2,"[3.0, 4.0, 1.0]",4,37,1197,"[2, 1, 2]","[259, 240, 336]"
2,"[3.0, 10.0, 4.0]",15,1,1041,[2],[798]
3,"[6.0, 3.0, 5.0]",26,47,1840,"[2, 3, 1, 2, 3]","[136, 558, 355, 237, 120]"
3,"[4.0, 6.0, 5.0]",2,75,2532,"[2, 3, 1, 2, 3]","[617, 617, 180, 538, 80]"
2,"[4.0, 5.0, 3.0]",18,74,4349,"[2, 1, 2, 3, 2, 1, 2]","[313, 476, 336, 537, 536, 566, 1095]"
2,"[9.0, 7.0, 2.0]",24,39,5029,"[1, 3, 2, 1, 3, 1, 2]","[616, 617, 599, 577, 1576, 317, 199]"
3,"[5.0, 2.0, 10.0]",13,87,1694,"[2, 1, 3]","[179, 298, 897]"
3,"[2.0, 3.0, 5.0]",10,8,4389,"[2, 1, 3, 2, 3]","[180, 518, 736, 1476, 1057]"
1,"[8.0, 6.0, 2.0]",16,49,16541,"[1, 3, 1, 2, 1, 3, 2, 1, 3, 1, 2, 1, 3, 1]","[916, 597, 677, 479, 1615, 558, 1375, 2730, 877, 378, 3708, 837, 557, 358]"
2,"[1.0, 2.0, 3.0]",9,72,1113,"[2, 3, 2]","[159, 219, 439]"
2,"[2.0, 6.0, 3.0]",5,92,3410,"[2, 1, 3, 1, 3, 2, 3]","[478, 259, 338, 379, 378, 677, 178]"
2,"[6.0, 7.0, 3.0]",1,85,835,"[2, 3, 2]","[200, 258, 100]"
2,"[4.0, 8.0, 5.0]",24,75,2509,"[2, 3, 1, 2]","[856, 437, 461, 467]"
1,"[3.0, 2.0, 1.0]",1,37,1834,"[2, 3, 1, 2, 1, 2, 1]","[179, 140, 299, 379, 119, 200, 99]"
2,"[1.0, 2.0, 5.0]",20,23,1856,[2],[1575]
3,"[3.0, 2.0, 6.0]",28,56,1683,"[3, 1, 2, 3]","[217, 279, 359, 478]"
3,"[4.0, 2.0, 6.0]",22,94,1075,"[3, 1, 2]","[278, 260, 40]"
3,"[5.0, 2.0, 10.0]",2,88,946,"[1, 3, 2]","[120, 299, 81]"
2,"[3.0, 6.0, 4.0]",9,3,1136,"[1, 2, 3]","[239, 258, 339]"
1,"[2.0, 3.0, 4.0]",17,19,4218,"[3, 1, 3, 1, 2, 3, 1]","[59, 418, 598, 977, 451, 62, 498]"
2,"[2.0, 3.0, 1.0]",29,38,2320,"[2, 3, 2, 1, 2]","[20, 557, 598, 636, 59]"
1,"[6.0, 1.0, 3.0]",6,59,2483,"[2, 1, 3, 1, 2, 1]","[458, 399, 418, 177, 319, 200]"
1,"[5.0, 1.0, 2.0]",5,14,2444,"[2, 1, 3, 1, 2, 1]","[218, 200, 339, 578, 538, 19]"
1,"[4.0, 2.0, 3.0]",21,96,3476,"[1, 3, 1, 2, 3, 1]","[338, 1214, 458, 200, 538, 279]"
1,"[7.0, 1.0, 3.0]",10,73,915,[1],[617]
2,"[9.0, 10.0, 5.0]",23,78,1279,"[1, 2, 1]","[160, 438, 383]"
3,"[7.0, 4.0, 9.0]",22,98,767,"[2, 3, 2]","[142, 139, 159]"
1,"[3.0, 2.0, 1.0]",14,75,2580,"[1, 3, 2, 1, 2, 3]","[219, 179, 400, 439, 339, 618]"
2,"[9.0, 10.0, 7.0]",23,51,2213,"[1, 3, 2, 1]","[418, 518, 597, 259]"
2,"[1.0, 3.0, 2.0]",4,20,2478,"[2, 3, 1, 2]","[219, 216, 438, 1296]"
1,"[6.0, 5.0, 1.0]",2,15,2421,"[1, 2, 3, 1, 2]","[398, 418, 359, 458, 320]"
1,"[1.0, 2.0, 4.0]",9,77,1175,"[1, 3, 2, 1]","[179, 258, 199, 139]"
2,"[4.0, 7.0, 3.0]",30,24,1406,"[2, 3, 1, 2]","[220, 419, 239, 79]"
3,"[8.0, 3.0, 7.0]",15,8,1282,"[3, 1, 2]","[338, 339, 161]"
2,"[2.0, 1.0, 4.0]",14,35,3221,"[1, 3, 2, 1, 2]","[219, 757, 718, 638, 478]"
3,"[1.0, 2.0, 3.0]",3,24,1963,[2],[1117]
3,"[4.0, 5.0, 7.0]",30,69,1272,"[2, 3, 1, 3]","[199, 319, 358, 20]"
1,"[6.0, 1.0, 10.0]",23,62,1983,"[1, 2, 3, 1]","[498, 358, 498, 280]"
2,"[5.0, 7.0, 3.0]",16,59,4187,"[2, 3, 1, 3, 2, 1]","[438, 498, 298, 558, 857, 1036]"
1,"[4.0, 3.0, 2.0]",8,38,3894,"[1, 3, 2, 1]","[419, 338, 976, 1734]"
3,"[3.0, 1.0, 4.0]",3,61,1464,[3],[20]
1,"[4.0, 2.0, 1.0]",17,16,1735,"[2, 3, 1, 2]","[279, 159, 977, 59]"
2,"[2.0, 7.0, 1.0]",22,19,1855,"[1, 3, 2]","[478, 398, 660]"
3,"[5.0, 4.0, 6.0]",22,23,1493,"[1, 3, 2, 3]","[179, 497, 259, 178]"
3,"[4.0, 3.0, 10.0]",16,77,3025,"[2, 3, 1]","[358, 695, 1654]"
3,"[2.0, 1.0, 8.0]",20,90,1188,"[3, 1, 3]","[217, 198, 20]"
3,"[2.0, 4.0, 7.0]",30,9,1553,"[1, 2, 3]","[279, 259, 637]"
1,"[3.0, 1.0, 2.0]",14,55,1356,"[1, 3, 2, 3]","[358, 259, 359, 20]"
3,"[1.0, 4.0, 5.0]",29,75,1116,"[2, 3, 1]","[238, 578, 40]"
1,"[7.0, 1.0, 3.0]",19,19,754,"[2, 1]","[80, 317]"
2,"[6.0, 4.0, 2.0]",27,59,1630,"[2, 3, 1, 2]","[538, 219, 299, 120]"
1,"[8.0, 6.0, 3.0]",19,47,857,"[3, 1]","[199, 321]"
1,"[10.0, 2.0, 4.0]",23,38,2496,"[1, 3, 2, 1]","[259, 439, 558, 857]"
1,"[2.0, 5.0, 6.0]",2,39,2580,"[2, 1, 3, 1, 2, 3, 1]","[358, 139, 458, 139, 559, 20, 198]"
1,"[9.0, 1.0, 4.0]",15,38,1305,"[1, 3, 2, 1]","[259, 359, 239, 20]"
3,"[2.0, 3.0, 6.0]",27,31,1422,"[2, 3, 1, 2]","[179, 441, 340, 83]"
3,"[1.0, 3.0, 6.0]",1,56,779,"[3, 1]","[219, 160]"
1,"[10.0, 5.0, 6.0]",22,27,1535,"[2, 1]","[418, 818]"
2,"[1.0, 7.0, 5.0]",14,23,2434,"[1, 2, 3, 2, 3, 2]","[219, 379, 399, 438, 319, 241]"
1,"[7.0, 4.0, 3.0]",15,94,1282,"[2, 3, 1]","[219, 199, 539]"
2,"[1.0, 2.0, 3.0]",12,13,1257,"[2, 3, 1, 3, 2]","[140, 279, 200, 99, 52]"
1,"[4.0, 2.0, 3.0]",3,29,1796,"[1, 3]","[300, 60]"
1,"[5.0, 9.0, 6.0]",16,40,6617,"[3, 1, 2, 3, 2, 1, 3, 1, 3]","[596, 1017, 240, 478, 1275, 1080, 716, 339, 201]"
2,"[3.0, 6.0, 5.0]",6,86,2780,"[1, 2, 3, 2, 1, 2]","[219, 279, 339, 359, 280, 797]"
3,"[2.0, 4.0, 5.0]",7,98,6588,"[1, 3, 2, 3, 1, 3]","[717, 558, 1893, 836, 1380, 141]"
2,"[4.0, 6.0, 2.0]",10,56,2159,"[2, 1, 3, 2]","[118, 378, 219, 1136]"
1,"[5.0, 2.0, 4.0]",7,83,4484,"[2, 3, 1]","[2870, 899, 200]"
3,"[6.0, 2.0, 8.0]",5,21,2345,"[1, 3, 2, 3]","[477, 798, 360, 240]"
3,"[4.0, 10.0, 6.0]",27,97,925,[3],[538]
3,"[3.0, 10.0, 5.0]",23,61,3072,"[1, 2, 3, 1, 3]","[598, 301, 857, 458, 479]"
2,"[1.0, 6.0, 2.0]",2,99,1297,"[2, 3, 1]","[200, 200, 260]"
2,"[1.0, 4.0, 2.0]",2,96,1962,"[1, 2, 3, 2]","[179, 179, 438, 438]"
1,"[8.0, 3.0, 4.0]",15,6,1213,"[3, 1]","[279, 618]"
1,"[9.0, 2.0, 8.0]",27,68,733,"[1, 3]","[178, 159]"
3,"[4.0, 2.0, 6.0]",8,13,3264,"[1, 2, 3]","[617, 418, 1714]"
1,"[6.0, 7.0, 8.0]",26,83,2884,"[1, 3, 1, 2, 3, 1, 3, 2]","[99, 159, 379, 379, 417, 358, 359, 189]"
3,"[2.0, 3.0, 9.0]",7,56,6397,"[1, 3, 2, 3]","[1733, 1515, 2392, 358]"
2,"[3.0, 4.0, 2.0]",10,34,1859,"[3, 1, 2]","[220, 358, 779]"
3,"[2.0, 3.0, 8.0]",9,21,1183,"[1, 2, 3]","[238, 219, 459]"
1,"[4.0, 3.0, 1.0]",17,45,6067,"[2, 1, 3, 2, 1, 3, 1]","[119, 180, 458, 498, 857, 1076, 1774]"
3,"[6.0, 2.0, 4.0]",2,74,1544,"[3, 1, 2, 3]","[99, 397, 219, 259]"
3,"[5.0, 4.0, 7.0]",10,32,2034,"[1, 3, 2, 1, 3]","[400, 538, 399, 199, 41]"
1,"[7.0, 5.0, 9.0]",20,7,3514,"[3, 1, 2, 3, 1, 2, 3, 1]","[250, 777, 202, 595, 341, 277, 22, 20]"
1,"[5.0, 1.0, 3.0]",21,68,3249,"[1, 3, 1, 2, 3, 1]","[259, 358, 339, 140, 339, 1057]"
2,"[1.0, 6.0, 2.0]",2,87,1566,"[3, 2, 1, 3, 2]","[160, 239, 397, 279, 99]"
2,"[6.0, 4.0, 3.0]",6,63,2231,"[2, 1, 3, 1, 2]","[378, 219, 279, 458, 438]"
2,"[4.0, 8.0, 3.0]",19,17,1659,"[2, 1, 3, 2]","[259, 354, 279, 321]"
2,"[3.0, 6.0, 4.0]",2,26,1274,"[2, 1, 3, 2]","[238, 299, 260, 22]"
3,"[4.0, 2.0, 5.0]",8,27,2778,"[1, 3, 2, 3]","[399, 617, 559, 799]"
3,"[2.0, 6.0, 9.0]",24,81,1573,"[1, 3, 2, 3]","[298, 358, 319, 279]"
2,"[1.0, 3.0, 4.0]",12,17,1300,"[2, 3, 1, 2]","[139, 140, 281, 300]"
