choice,value,subject,trial,rt,fixations,fix_times
1,"[8.0, 5.0, 4.0]",28,76,1359,"[3, 1, 2, 1]","[219, 299, 358, 137]"
1,"[8.0, 3.0, 5.0]",20,87,1053,[1],[20]
3,"[2.0, 4.0, 9.0]",19,46,754,"[2, 3]","[20, 436]"
1,"[10.0, 2.0, 1.0]",23,34,1914,"[2, 1, 3]","[716, 578, 261]"
2,"[4.0, 10.0, 9.0]",15,43,1668,"[2, 3, 1, 2]","[278, 359, 279, 400]"
3,"[4.0, 7.0, 6.0]",29,26,2063,"[3, 2, 1, 3]","[337, 259, 559, 518]"
2,"[2.0, 5.0, 4.0]",20,27,2825,"[1, 3, 2, 1, 2]","[139, 360, 380, 517, 79]"
1,"[4.0, 3.0, 2.0]",18,92,3724,"[2, 1, 3, 1, 2, 1]","[917, 458, 578, 771, 239, 239]"
3,"[1.0, 7.0, 5.0]",22,60,1605,"[1, 3, 2, 3]","[358, 398, 299, 40]"
2,"[2.0, 4.0, 3.0]",8,96,1874,[2],[1614]
2,"[5.0, 9.0, 4.0]",16,47,6805,"[2, 3, 1, 2, 3, 1, 2]","[797, 1036, 1554, 737, 618, 1036, 477]"
2,"[1.0, 3.0, 7.0]",20,50,2072,"[1, 3, 2, 1, 2]","[358, 300, 300, 87, 362]"
2,"[8.0, 7.0, 4.0]",19,63,1245,"[2, 3, 2, 1, 2]","[20, 139, 357, 239, 99]"
1,"[9.0, 5.0, 7.0]",9,44,1114,"[1, 3, 1]","[199, 199, 478]"
3,"[1.0, 4.0, 8.0]",29,25,3539,"[3, 1, 2, 3]","[296, 1155, 501, 1133]"
1,"[8.0, 1.0, 3.0]",7,71,6994,"[2, 1, 2, 3, 1, 3, 1]","[199, 359, 418, 1456, 2732, 458, 380]"
3,"[2.0, 5.0, 6.0]",7,33,7526,"[2, 3, 1, 3]","[1235, 1235, 3688, 879]"
1,"[6.0, 1.0, 3.0]",12,31,857,"[1, 3]","[298, 80]"
2,"[2.0, 7.0, 8.0]",9,69,883,"[1, 2, 1]","[99, 259, 179]"
3,"[7.0, 9.0, 10.0]",16,18,2445,"[2, 1, 3]","[497, 478, 1116]"
1,"[6.0, 3.0, 1.0]",6,54,1908,"[2, 3, 1]","[259, 300, 917]"
3,"[3.0, 4.0, 5.0]",18,60,2141,"[1, 3, 2, 3]","[636, 459, 379, 181]"
3,"[3.0, 1.0, 10.0]",15,39,974,"[3, 1]","[278, 299]"
2,"[3.0, 7.0, 4.0]",28,41,1477,"[3, 1, 2]","[258, 278, 657]"
1,"[5.0, 1.0, 6.0]",23,10,2663,"[2, 1, 3, 1]","[378, 498, 818, 578]"
3,"[2.0, 3.0, 6.0]",9,34,1181,"[1, 2, 3]","[219, 260, 399]"
1,"[6.0, 5.0, 4.0]",8,60,1899,"[1, 2, 3, 1]","[540, 398, 240, 280]"
3,"[6.0, 3.0, 7.0]",30,88,1204,"[3, 2, 1]","[438, 199, 199]"
3,"[7.0, 2.0, 4.0]",27,32,1558,"[3, 2, 1]","[518, 397, 296]"
2,"[3.0, 9.0, 7.0]",30,21,1235,"[3, 2, 1]","[259, 479, 59]"
3,"[2.0, 5.0, 8.0]",7,19,5550,"[1, 2, 3]","[2212, 2034, 976]"
3,"[4.0, 8.0, 9.0]",15,84,1601,"[2, 3, 1, 2, 3]","[239, 339, 219, 287, 120]"
1,"[2.0, 3.0, 6.0]",30,5,2527,"[2, 1, 3, 2, 1]","[259, 299, 519, 552, 518]"
2,"[6.0, 3.0, 4.0]",19,38,1689,"[2, 3, 2, 1, 2]","[20, 219, 499, 317, 77]"
2,"[2.0, 6.0, 3.0]",4,23,1621,"[2, 1, 3, 2]","[299, 199, 219, 519]"
3,"[4.0, 5.0, 8.0]",25,32,4673,"[1, 3, 2, 3, 1, 3]","[517, 698, 1028, 498, 595, 878]"
3,"[3.0, 6.0, 5.0]",26,21,2832,"[1, 2, 3, 1, 3]","[197, 319, 992, 299, 539]"
2,"[1.0, 4.0, 3.0]",17,30,2920,"[3, 1, 2, 3]","[94, 200, 718, 977]"
3,"[3.0, 1.0, 2.0]",5,56,2346,"[1, 3, 2, 3, 1]","[358, 598, 638, 121, 41]"
2,"[3.0, 7.0, 8.0]",11,100,2279,"[1, 3, 2]","[219, 300, 1237]"
3,"[2.0, 1.0, 3.0]",11,96,2844,"[2, 1, 3, 1, 2, 3]","[120, 319, 576, 498, 238, 641]"
3,"[1.0, 2.0, 3.0]",4,28,1565,"[1, 3, 2, 3]","[199, 319, 439, 279]"
1,"[7.0, 5.0, 4.0]",9,60,1285,"[2, 1, 3, 2]","[120, 219, 198, 319]"
2,"[4.0, 10.0, 3.0]",4,24,1563,"[1, 3, 2]","[179, 139, 858]"
2,"[3.0, 2.0, 4.0]",7,2,7712,"[1, 3, 2, 3, 1, 2, 3]","[1634, 856, 1575, 478, 1196, 956, 120]"
2,"[6.0, 7.0, 3.0]",9,23,1033,"[1, 2, 3]","[239, 200, 299]"
2,"[7.0, 10.0, 3.0]",25,11,7793,"[2, 1, 2, 3, 2]","[1436, 1076, 1475, 1275, 2192]"
3,"[3.0, 2.0, 4.0]",21,33,3890,"[3, 1, 3, 2, 1, 3, 2, 3]","[378, 418, 498, 538, 557, 439, 279, 262]"
3,"[2.0, 4.0, 7.0]",25,9,6905,"[1, 2, 3, 1, 3, 2, 3]","[597, 2811, 997, 635, 680, 419, 280]"
1,"[7.0, 3.0, 2.0]",7,78,7794,"[2, 3, 1, 2, 1]","[1475, 1136, 2791, 1395, 259]"
2,"[5.0, 8.0, 7.0]",29,67,3076,"[1, 3, 2, 1, 2]","[159, 439, 956, 834, 239]"
3,"[1.0, 2.0, 5.0]",14,98,1305,"[2, 1, 3]","[180, 298, 539]"
1,"[6.0, 1.0, 3.0]",14,48,1664,"[2, 1, 3, 1]","[120, 558, 339, 100]"
3,"[1.0, 3.0, 5.0]",16,19,4323,"[2, 1, 3, 2, 1, 3]","[686, 537, 1256, 658, 458, 299]"
2,"[7.0, 10.0, 1.0]",23,80,2308,"[1, 2, 3, 1, 2]","[399, 378, 618, 159, 59]"
2,"[1.0, 8.0, 3.0]",11,48,2259,"[1, 3, 2, 3, 2]","[200, 100, 319, 480, 638]"
3,"[6.0, 3.0, 8.0]",15,23,1297,"[1, 3]","[218, 617]"
1,"[9.0, 1.0, 3.0]",15,60,912,"[2, 1, 3]","[186, 199, 239]"
1,"[9.0, 6.0, 3.0]",27,34,1373,"[3, 2, 1]","[180, 320, 518]"
2,"[3.0, 4.0, 2.0]",3,33,1139,[2],[279]
1,"[5.0, 4.0, 6.0]",30,34,1818,"[2, 3, 1, 2]","[379, 240, 558, 300]"
2,"[6.0, 5.0, 1.0]",20,15,2420,"[2, 1, 3, 2]","[109, 328, 404, 898]"
1,"[9.0, 1.0, 6.0]",15,22,1637,"[2, 3, 1, 3, 1]","[219, 260, 518, 83, 42]"
2,"[6.0, 5.0, 2.0]",5,81,2369,"[2, 3, 1, 3, 2, 3]","[299, 220, 399, 280, 320, 299]"
3,"[3.0, 6.0, 10.0]",23,95,2577,"[1, 2, 1, 3]","[339, 478, 299, 1138]"
1,"[8.0, 2.0, 1.0]",17,92,1804,"[1, 2, 1, 3]","[136, 219, 80, 556]"
2,"[8.0, 10.0, 3.0]",26,34,1536,[2],[1310]
3,"[2.0, 4.0, 1.0]",12,21,1040,"[3, 1, 2, 3]","[99, 99, 99, 100]"
3,"[5.0, 1.0, 6.0]",29,100,1704,"[3, 1, 2, 3]","[338, 339, 479, 120]"
2,"[6.0, 7.0, 3.0]",27,65,1782,"[1, 3, 2, 1, 3]","[20, 219, 259, 698, 58]"
1,"[5.0, 4.0, 2.0]",14,88,1278,"[1, 3, 2, 1]","[319, 359, 39, 60]"
3,"[2.0, 3.0, 4.0]",30,27,1851,"[1, 3, 2, 3]","[319, 478, 518, 159]"
1,"[6.0, 1.0, 2.0]",6,79,3002,"[2, 1, 3, 2, 1]","[338, 318, 1096, 179, 558]"
1,"[7.0, 2.0, 3.0]",30,35,1190,"[1, 3, 2]","[219, 239, 298]"
1,"[3.0, 4.0, 1.0]",24,16,6119,"[1, 3, 2, 3, 1, 3, 2, 1, 3, 1]","[637, 399, 857, 559, 698, 458, 478, 677, 478, 201]"
2,"[6.0, 7.0, 3.0]",8,67,1364,[2],[797]
3,"[8.0, 6.0, 7.0]",24,8,3454,"[3, 2, 1, 3]","[638, 438, 638, 1357]"
2,"[6.0, 5.0, 1.0]",30,30,1849,"[1, 3, 2, 1]","[477, 279, 545, 140]"
1,"[6.0, 5.0, 2.0]",30,66,1349,"[1, 3, 2, 1]","[199, 318, 260, 40]"
3,"[2.0, 1.0, 9.0]",4,95,1120,"[2, 1, 3]","[159, 299, 358]"
2,"[4.0, 6.0, 5.0]",16,11,4600,"[2, 3, 1, 3, 2]","[429, 459, 1315, 738, 1097]"
2,"[2.0, 5.0, 3.0]",7,44,10427,"[2, 1, 3, 1, 2, 1, 2, 1, 2]","[1415, 1376, 1813, 757, 1494, 80, 336, 919, 1060]"
1,"[8.0, 5.0, 2.0]",2,3,1837,"[1, 3, 2, 1]","[578, 320, 281, 259]"
3,"[2.0, 1.0, 4.0]",11,24,2088,"[2, 1, 3, 2, 3]","[80, 297, 259, 199, 817]"
3,"[2.0, 5.0, 4.0]",29,54,5415,"[1, 3, 2, 3, 1, 2, 3, 2, 3]","[378, 438, 419, 578, 478, 438, 1036, 439, 300]"
2,"[6.0, 8.0, 4.0]",15,75,1714,"[2, 1, 3, 1, 2]","[197, 179, 238, 178, 477]"
2,"[7.0, 2.0, 1.0]",23,19,4626,"[3, 2, 1, 3, 2, 1, 2]","[20, 477, 258, 637, 499, 738, 660]"
3,"[2.0, 3.0, 4.0]",21,99,3646,"[1, 3, 1, 2, 3, 1, 3]","[258, 519, 279, 359, 1016, 179, 259]"
2,"[5.0, 6.0, 4.0]",28,4,3557,"[3, 1, 2, 3, 1, 2]","[220, 378, 677, 1158, 237, 337]"
3,"[3.0, 4.0, 6.0]",9,18,1112,"[2, 3, 1]","[377, 180, 259]"
2,"[5.0, 3.0, 4.0]",25,84,2949,"[2, 1, 3, 2]","[338, 558, 657, 1036]"
2,"[1.0, 5.0, 2.0]",4,47,1387,"[1, 3, 2]","[179, 377, 540]"
3,"[3.0, 4.0, 6.0]",6,80,2515,"[2, 1, 3, 2, 3]","[319, 439, 279, 319, 718]"
2,"[1.0, 3.0, 5.0]",6,58,2847,"[2, 1, 2, 3, 2]","[159, 338, 319, 419, 1116]"
3,"[2.0, 1.0, 5.0]",2,11,6544,"[1, 3, 2, 3, 1, 3, 2, 3, 2, 3]","[378, 577, 617, 161, 678, 857, 636, 937, 837, 120]"
2,"[6.0, 2.0, 4.0]",25,13,4160,"[1, 2, 3, 1, 2]","[418, 718, 976, 897, 758]"
3,"[4.0, 2.0, 9.0]",18,85,3020,"[2, 1, 3]","[1115, 455, 1256]"
1,"[7.0, 5.0, 2.0]",4,13,1779,"[1, 3, 2, 1, 3, 1]","[140, 258, 439, 200, 239, 20]"
3,"[1.0, 2.0, 4.0]",12,50,995,"[3, 1, 2, 3]","[261, 199, 140, 80]"
1,"[2.0, 1.0, 3.0]",14,95,3401,"[1, 3, 1, 2, 1, 2, 3, 1]","[279, 319, 399, 318, 716, 263, 408, 260]"
1,"[5.0, 4.0, 3.0]",16,58,6169,"[2, 1, 3, 2, 1]","[418, 779, 3289, 499, 759]"
3,"[1.0, 5.0, 8.0]",20,19,2632,"[3, 1, 2, 1, 3]","[159, 99, 162, 354, 1058]"
3,"[2.0, 7.0, 9.0]",23,41,3149,"[1, 3, 2, 3, 1]","[279, 339, 319, 703, 1096]"
3,"[4.0, 2.0, 10.0]",22,37,968,"[2, 3, 2]","[159, 199, 259]"
3,"[4.0, 7.0, 3.0]",26,15,3405,"[2, 1, 3, 1, 2, 3]","[320, 374, 399, 561, 457, 718]"
2,"[2.0, 4.0, 3.0]",10,52,1032,"[1, 2, 3]","[159, 318, 220]"
2,"[4.0, 3.0, 1.0]",10,76,2690,"[1, 3, 2]","[698, 399, 1196]"
1,"[2.0, 4.0, 3.0]",17,88,2502,"[1, 3, 1, 3]","[638, 100, 798, 299]"
3,"[2.0, 7.0, 8.0]",24,6,2525,"[2, 3, 1, 2, 3]","[498, 538, 299, 260, 337]"
1,"[8.0, 5.0, 6.0]",13,48,2490,"[1, 3, 2, 1]","[239, 359, 358, 936]"
2,"[10.0, 6.0, 4.0]",27,51,1425,"[2, 1, 3, 2]","[336, 239, 200, 239]"
2,"[3.0, 8.0, 4.0]",5,23,1869,"[3, 1, 2, 3]","[278, 458, 598, 180]"
3,"[1.0, 2.0, 8.0]",11,2,1286,"[3, 1, 2, 3]","[178, 219, 339, 140]"
1,"[7.0, 3.0, 5.0]",25,2,7781,"[2, 1, 3, 2, 3, 1]","[1295, 1196, 618, 1874, 817, 1535]"
1,"[5.0, 2.0, 3.0]",7,37,4031,"[2, 1, 3, 1, 3]","[1256, 579, 1286, 159, 20]"
2,"[1.0, 7.0, 6.0]",12,93,1020,"[3, 2]","[219, 260]"
2,"[5.0, 8.0, 2.0]",26,13,3107,"[2, 3, 1, 2, 3, 2]","[336, 338, 400, 799, 20, 535]"
2,"[4.0, 9.0, 2.0]",19,35,905,"[2, 3]","[179, 339]"
2,"[4.0, 9.0, 2.0]",27,99,1119,"[3, 2]","[220, 579]"
2,"[4.0, 6.0, 1.0]",29,64,2543,"[2, 3, 2, 1, 2]","[159, 139, 359, 458, 977]"
1,"[7.0, 8.0, 6.0]",26,40,711,"[1, 3]","[297, 139]"
2,"[2.0, 4.0, 5.0]",14,42,3279,"[1, 3, 2, 3, 2]","[318, 239, 280, 1317, 757]"
3,"[2.0, 1.0, 4.0]",11,1,1936,"[1, 2, 3, 1, 3]","[298, 319, 340, 400, 61]"
3,"[2.0, 7.0, 8.0]",28,16,3745,"[3, 1, 2, 3]","[477, 220, 2013, 658]"
2,"[6.0, 7.0, 4.0]",9,51,1070,"[1, 2]","[318, 358]"
3,"[2.0, 1.0, 3.0]",13,16,2310,"[1, 3, 2, 1]","[378, 658, 339, 398]"
2,"[6.0, 7.0, 3.0]",26,67,1872,"[2, 1, 3, 2]","[398, 279, 298, 439]"
1,"[6.0, 4.0, 2.0]",30,19,1272,"[1, 3, 1]","[318, 378, 160]"
3,"[3.0, 6.0, 10.0]",26,75,1235,"[2, 3]","[378, 559]"
2,"[3.0, 8.0, 2.0]",27,85,1494,"[3, 1, 2]","[338, 238, 234]"
1,"[5.0, 2.0, 1.0]",24,55,3015,"[2, 3, 1, 3, 2, 1]","[657, 538, 424, 398, 438, 207]"
3,"[1.0, 2.0, 6.0]",12,74,965,"[3, 2, 3]","[318, 180, 120]"
1,"[8.0, 4.0, 1.0]",19,28,1161,"[2, 1, 2, 1]","[140, 329, 139, 162]"
2,"[2.0, 7.0, 4.0]",19,14,1643,"[2, 3, 1, 2]","[279, 199, 278, 403]"
1,"[5.0, 3.0, 1.0]",19,24,1198,"[3, 1, 2]","[179, 358, 268]"
3,"[3.0, 4.0, 5.0]",4,64,2650,"[1, 3, 2, 3]","[236, 1315, 259, 337]"
3,"[5.0, 7.0, 3.0]",25,76,2918,"[2, 3, 1, 2, 3]","[337, 319, 696, 538, 620]"
2,"[3.0, 2.0, 1.0]",10,25,2325,"[2, 3, 1, 2]","[518, 419, 475, 459]"
3,"[2.0, 1.0, 4.0]",21,60,2973,"[1, 3, 2, 3, 1, 3, 2, 3]","[377, 279, 299, 199, 279, 239, 225, 260]"
1,"[7.0, 4.0, 3.0]",19,61,1168,"[3, 2, 1]","[173, 179, 459]"
3,"[5.0, 2.0, 9.0]",10,78,1731,"[2, 3, 1, 3]","[339, 119, 338, 558]"
3,"[3.0, 1.0, 2.0]",14,52,2494,"[1, 3, 1, 2, 1, 3]","[279, 697, 199, 318, 379, 120]"
2,"[1.0, 2.0, 7.0]",30,79,1607,"[3, 2, 1, 2]","[279, 279, 398, 259]"
2,"[2.0, 4.0, 1.0]",17,8,1662,"[1, 2, 1, 2, 3]","[60, 438, 142, 200, 39]"
1,"[5.0, 3.0, 1.0]",7,23,9064,"[2, 1, 2, 1, 3, 1, 2, 1]","[1275, 817, 378, 20, 935, 1515, 3230, 240]"
2,"[5.0, 4.0, 2.0]",8,89,1332,"[1, 2]","[20, 793]"
3,"[2.0, 3.0, 5.0]",21,50,2095,"[1, 3, 2, 3, 1, 3]","[275, 338, 299, 300, 179, 319]"
2,"[4.0, 5.0, 2.0]",18,100,2513,"[1, 3, 2]","[597, 399, 1135]"
3,"[3.0, 1.0, 6.0]",21,92,1393,"[2, 1, 3, 2, 3]","[20, 179, 438, 199, 140]"
2,"[5.0, 8.0, 4.0]",28,49,2363,"[2, 1, 3, 1, 2]","[219, 298, 237, 299, 774]"
2,"[6.0, 8.0, 2.0]",28,72,1359,"[2, 3, 1, 2]","[320, 219, 299, 177]"
3,"[5.0, 2.0, 7.0]",24,19,1501,"[2, 3, 1, 3]","[416, 238, 418, 121]"
3,"[2.0, 1.0, 3.0]",1,79,1521,"[1, 3, 2, 3]","[158, 139, 280, 422]"
2,"[4.0, 2.0, 3.0]",22,13,2399,"[1, 3, 2, 1]","[676, 339, 599, 399]"
1,"[10.0, 5.0, 7.0]",23,89,2857,"[1, 2, 3, 2, 1]","[159, 159, 478, 620, 799]"
3,"[1.0, 2.0, 9.0]",11,81,982,"[2, 3, 1]","[195, 359, 99]"
2,"[3.0, 1.0, 4.0]",29,88,4181,"[3, 2, 3, 1, 3, 2]","[417, 638, 378, 1277, 538, 439]"
3,"[2.0, 5.0, 9.0]",22,17,3414,"[1, 3, 2, 3, 1, 3]","[956, 477, 538, 478, 398, 199]"
2,"[3.0, 7.0, 8.0]",26,29,1472,"[2, 1, 2]","[200, 378, 359]"
2,"[3.0, 6.0, 4.0]",9,62,1178,"[1, 2, 3]","[338, 160, 401]"
1,"[6.0, 5.0, 2.0]",24,61,6406,"[1, 3, 2, 1, 3, 1, 3, 1]","[437, 441, 458, 593, 719, 1316, 1973, 79]"
2,"[1.0, 6.0, 3.0]",9,64,978,"[1, 3, 2]","[140, 199, 180]"
3,"[2.0, 3.0, 4.0]",8,1,2655,"[3, 1, 2, 3, 1]","[418, 298, 538, 856, 140]"
3,"[2.0, 6.0, 5.0]",16,34,5637,"[1, 3, 2, 1, 2, 3]","[936, 777, 538, 658, 1813, 458]"
3,"[8.0, 5.0, 9.0]",28,19,3047,"[3, 1, 3, 1, 2, 3]","[199, 499, 1036, 557, 219, 120]"
3,"[4.0, 2.0, 5.0]",5,29,2424,"[3, 1, 2, 3]","[240, 360, 679, 798]"
3,"[2.0, 3.0, 6.0]",5,2,2106,"[2, 1, 3, 2]","[538, 399, 597, 97]"
3,"[4.0, 1.0, 2.0]",13,52,1595,"[1, 3, 2, 3]","[296, 319, 418, 139]"
3,"[1.0, 3.0, 4.0]",19,62,1010,"[3, 1]","[498, 190]"
1,"[5.0, 1.0, 3.0]",21,32,6229,"[2, 1, 3, 2, 1, 2, 3, 1]","[159, 418, 837, 458, 1037, 817, 1176, 558]"
3,"[2.0, 1.0, 4.0]",17,52,1121,"[3, 2]","[578, 99]"
3,"[5.0, 2.0, 8.0]",10,88,1380,"[1, 2, 3, 2]","[338, 159, 479, 20]"
1,"[6.0, 1.0, 3.0]",1,5,1476,"[2, 3, 1, 2]","[298, 160, 319, 160]"
1,"[7.0, 6.0, 3.0]",15,93,1537,"[2, 3, 1]","[284, 320, 420]"
2,"[4.0, 6.0, 1.0]",19,5,1610,"[1, 3, 2, 1]","[103, 298, 279, 558]"
1,"[5.0, 2.0, 4.0]",7,95,8579,"[2, 3, 1, 2, 1]","[1853, 1395, 2731, 1338, 379]"
2,"[1.0, 5.0, 7.0]",4,21,2572,"[2, 3, 1, 2]","[358, 300, 461, 498]"
2,"[3.0, 4.0, 2.0]",3,60,2613,"[1, 3, 2]","[339, 416, 958]"
1,"[3.0, 4.0, 1.0]",29,44,3141,"[2, 3, 1, 3, 2, 1]","[199, 240, 837, 538, 694, 200]"
3,"[3.0, 6.0, 10.0]",19,74,583,[3],[338]
3,"[4.0, 2.0, 6.0]",23,74,2032,"[1, 2, 3, 1]","[139, 498, 517, 320]"
3,"[8.0, 3.0, 7.0]",26,24,798,"[1, 3]","[78, 259]"
3,"[1.0, 4.0, 10.0]",7,39,3494,"[2, 1, 3]","[1276, 719, 1077]"
3,"[1.0, 2.0, 7.0]",1,42,1336,"[1, 3, 2, 3]","[99, 179, 259, 320]"
2,"[4.0, 6.0, 3.0]",16,79,3861,"[2, 1, 3, 1, 3, 2]","[458, 498, 518, 598, 399, 957]"
2,"[1.0, 10.0, 2.0]",13,55,1645,"[1, 3, 2, 3]","[219, 219, 339, 419]"
3,"[7.0, 10.0, 6.0]",23,83,3063,"[1, 2, 3, 1, 2, 3]","[76, 499, 337, 438, 160, 578]"
3,"[6.0, 2.0, 8.0]",27,79,961,"[2, 3]","[179, 479]"
2,"[3.0, 8.0, 1.0]",19,66,1276,"[3, 2, 3, 1]","[139, 418, 237, 160]"
3,"[3.0, 4.0, 6.0]",24,12,1690,"[2, 3, 1, 2]","[613, 359, 239, 99]"
2,"[3.0, 5.0, 2.0]",30,25,1734,"[1, 2, 3, 1]","[239, 318, 458, 319]"
3,"[2.0, 8.0, 7.0]",12,63,1041,"[2, 3, 1, 3]","[200, 199, 200, 61]"
3,"[4.0, 5.0, 9.0]",18,26,1987,"[1, 3, 2, 3]","[497, 499, 379, 234]"
1,"[9.0, 7.0, 6.0]",29,48,6332,"[1, 3, 2, 3, 2, 1, 3, 1, 2, 1, 3, 1]","[179, 339, 618, 358, 366, 556, 639, 359, 398, 338, 878, 458]"
1,"[8.0, 1.0, 2.0]",11,14,1498,"[1, 2, 3]","[497, 199, 319]"
3,"[7.0, 1.0, 2.0]",30,16,2485,"[2, 3, 1, 2, 3]","[399, 459, 458, 479, 279]"
2,"[2.0, 5.0, 7.0]",14,90,1764,"[2, 1, 3, 2, 3, 2]","[220, 239, 180, 319, 319, 119]"
2,"[2.0, 4.0, 8.0]",17,62,3579,"[2, 1, 3, 2, 3]","[558, 239, 717, 956, 439]"
2,"[1.0, 8.0, 4.0]",26,68,2568,"[2, 3, 2, 1, 2]","[339, 405, 837, 438, 58]"
1,"[6.0, 3.0, 1.0]",6,27,2790,"[2, 1, 2, 3, 1]","[166, 399, 598, 240, 937]"
1,"[7.0, 3.0, 1.0]",1,58,946,"[3, 1]","[120, 458]"
2,"[1.0, 5.0, 6.0]",29,36,3694,"[1, 3, 2, 3, 1, 2]","[336, 278, 1575, 574, 280, 161]"
2,"[2.0, 4.0, 3.0]",3,2,1965,"[1, 2, 3, 1, 3]","[257, 220, 297, 399, 380]"
3,"[3.0, 1.0, 2.0]",17,91,1723,"[3, 1, 3]","[61, 299, 79]"
1,"[6.0, 2.0, 5.0]",6,50,1941,"[2, 3, 1]","[213, 299, 1037]"
1,"[4.0, 2.0, 3.0]",8,87,1443,"[1, 3, 1]","[518, 398, 160]"
2,"[2.0, 8.0, 5.0]",18,36,1583,"[1, 3, 2]","[518, 338, 280]"
1,"[10.0, 4.0, 2.0]",18,8,1648,"[1, 2, 3, 1]","[615, 239, 339, 118]"
3,"[5.0, 1.0, 2.0]",7,4,4994,"[2, 1, 3, 2, 3, 1, 3]","[916, 760, 697, 20, 837, 578, 578]"
2,"[1.0, 4.0, 2.0]",13,41,1832,"[1, 3, 2]","[438, 342, 559]"
1,"[9.0, 4.0, 5.0]",9,81,856,"[1, 3, 2]","[159, 219, 40]"
3,"[2.0, 6.0, 8.0]",19,93,720,"[3, 2]","[359, 20]"
2,"[6.0, 10.0, 3.0]",13,8,1985,"[2, 1, 3, 2]","[299, 259, 239, 618]"
3,"[7.0, 8.0, 9.0]",18,96,2401,"[2, 1, 2, 3]","[772, 319, 140, 778]"
2,"[5.0, 7.0, 2.0]",28,75,1805,"[2, 3, 1, 2]","[199, 200, 299, 738]"
1,"[6.0, 1.0, 4.0]",16,12,5752,"[2, 3, 1, 3, 2, 1]","[815, 1694, 757, 817, 836, 398]"
2,"[3.0, 8.0, 4.0]",19,4,1759,"[3, 2, 1, 2]","[199, 200, 99, 659]"
2,"[2.0, 4.0, 7.0]",21,63,3217,"[1, 3, 2, 3, 2, 3]","[259, 199, 519, 956, 698, 179]"
1,"[7.0, 6.0, 3.0]",28,15,3934,"[2, 3, 1, 2, 1, 3]","[227, 279, 857, 889, 917, 178]"
2,"[2.0, 4.0, 3.0]",8,28,1908,[2],[1495]
2,"[1.0, 4.0, 5.0]",11,61,1480,"[3, 2, 1, 3, 2]","[175, 279, 379, 220, 20]"
3,"[2.0, 3.0, 4.0]",10,28,2198,"[2, 3, 1, 2, 3]","[140, 419, 598, 498, 199]"
3,"[5.0, 3.0, 9.0]",29,69,1543,"[2, 3, 1, 3]","[278, 379, 402, 80]"
2,"[2.0, 5.0, 4.0]",24,96,2093,"[1, 3, 2]","[378, 817, 579]"
1,"[8.0, 4.0, 3.0]",25,91,4234,"[1, 2, 3, 1, 2, 1]","[417, 578, 637, 478, 877, 758]"
1,"[5.0, 1.0, 2.0]",3,9,1911,"[2, 1, 3]","[239, 554, 280]"
2,"[6.0, 3.0, 4.0]",25,80,2632,"[2, 1, 3, 2]","[318, 438, 288, 1258]"
2,"[4.0, 5.0, 1.0]",24,60,2183,"[2, 3, 1, 2]","[637, 439, 438, 358]"
2,"[2.0, 3.0, 4.0]",10,31,3105,"[1, 3, 2, 3, 1, 2]","[438, 359, 498, 677, 422, 138]"
3,"[5.0, 2.0, 4.0]",8,91,1418,"[2, 1, 3]","[21, 279, 599]"
2,"[5.0, 10.0, 7.0]",28,97,1198,"[2, 3, 2]","[318, 340, 57]"
2,"[7.0, 8.0, 4.0]",26,77,1679,"[2, 1, 3, 2]","[498, 378, 219, 180]"
2,"[3.0, 5.0, 1.0]",21,36,1932,"[2, 1, 3, 1, 2]","[199, 239, 537, 240, 359]"
3,"[8.0, 7.0, 9.0]",22,32,1969,"[2, 1, 2, 3]","[220, 259, 417, 697]"
2,"[2.0, 8.0, 5.0]",22,68,1412,"[2, 1, 3, 2]","[219, 180, 418, 200]"
3,"[1.0, 4.0, 5.0]",14,67,1661,"[1, 3, 2, 3]","[379, 438, 379, 100]"
2,"[3.0, 6.0, 1.0]",1,50,1116,"[2, 3, 2]","[298, 238, 319]"
1,"[4.0, 1.0, 2.0]",24,13,3705,"[2, 3, 1, 2, 3, 1]","[576, 677, 616, 499, 498, 441]"
2,"[5.0, 2.0, 4.0]",27,39,1918,"[3, 2, 1, 2]","[438, 361, 458, 301]"
2,"[7.0, 9.0, 4.0]",16,10,5228,"[1, 3, 2, 1, 3, 2]","[517, 618, 917, 977, 977, 795]"
3,"[3.0, 6.0, 10.0]",13,74,1310,"[1, 3, 2]","[199, 279, 339]"
3,"[2.0, 1.0, 3.0]",12,73,1173,"[3, 2, 1, 3]","[209, 219, 239, 160]"
3,"[2.0, 3.0, 4.0]",21,37,4676,"[1, 3, 2, 3, 1, 3, 2, 1, 3]","[438, 398, 558, 778, 220, 359, 856, 279, 258]"
3,"[5.0, 3.0, 10.0]",4,44,1173,"[2, 3]","[179, 737]"
2,"[1.0, 4.0, 3.0]",21,70,4087,"[1, 3, 2, 1, 2, 1, 3, 2]","[219, 344, 199, 339, 1514, 299, 219, 241]"
2,"[2.0, 4.0, 5.0]",21,46,4948,"[1, 3, 2, 1, 3, 2, 1, 3, 2]","[378, 358, 439, 398, 796, 1076, 438, 221, 119]"
1,"[8.0, 4.0, 2.0]",11,76,2094,"[2, 1, 3, 2, 1]","[120, 359, 119, 598, 459]"
2,"[5.0, 4.0, 1.0]",8,85,1324,"[1, 2]","[219, 758]"
